1.0686 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
18.9734 	EXP 	image: autoDraw = False
18.9734 	EXP 	fixation: autoDraw = False
18.9734 	EXP 	image_2: autoDraw = True
18.9734 	EXP 	fixation_2: autoDraw = True
19.4589 	EXP 	New trial (rep=9, index=0): None
19.4657 	EXP 	image_2: autoDraw = False
19.4657 	EXP 	fixation_2: autoDraw = False
19.4657 	EXP 	image_2: autoDraw = False
19.4657 	EXP 	fixation_2: autoDraw = False
19.4657 	EXP 	image: autoDraw = True
19.4657 	EXP 	fixation: autoDraw = True
19.9576 	EXP 	image: autoDraw = False
19.9576 	EXP 	fixation: autoDraw = False
19.9576 	EXP 	image: autoDraw = False
19.9576 	EXP 	fixation: autoDraw = False
19.9576 	EXP 	image_2: autoDraw = True
19.9576 	EXP 	fixation_2: autoDraw = True
20.4517 	EXP 	New trial (rep=10, index=0): None
20.4589 	EXP 	image_2: autoDraw = False
20.4589 	EXP 	fixation_2: autoDraw = False
20.4589 	EXP 	image_2: autoDraw = False
20.4589 	EXP 	fixation_2: autoDraw = False
20.4589 	EXP 	image: autoDraw = True
20.4589 	EXP 	fixation: autoDraw = True
20.9571 	EXP 	image: autoDraw = False
20.9571 	EXP 	fixation: autoDraw = False
20.9571 	EXP 	image: autoDraw = False
20.9571 	EXP 	fixation: autoDraw = False
20.9571 	EXP 	image_2: autoDraw = True
20.9571 	EXP 	fixation_2: autoDraw = True
21.2135 	DATA 	Keypress: escape
21.2204 	WARNING 	t of last frame was 47.55ms (=1/21)
21.5913 	EXP 	window1: mouseVisible = True
